name_enroll,imagenum_enroll,name_verify,imagenum_verify,is_genuine
Abdullah_Gul,13,Abdullah_Gul,14,1
Abdullah_Gul,13,Abdullah_Gul,16,1
Abdullatif_Sener,1,Abdullatif_Sener,2,1
Adel_Al-Jubeir,1,Adel_Al-Jubeir,3,1
Al_Pacino,1,Al_Pacino,2,1
Alan_Greenspan,1,Alan_Greenspan,5,1
Albert_Costa,2,Albert_Costa,6,1
Albert_Costa,4,Albert_Costa,6,1
Alejandro_Atchugarry,1,Alejandro_Atchugarry,2,1
Alex_Penelas,1,Alex_Penelas,2,1
Allison_Janney,1,Allison_Janney,2,1
Allyson_Felix,2,Allyson_Felix,5,1
Alvaro_Uribe,7,Alvaro_Uribe,10,1
Alvaro_Uribe,17,Alvaro_Uribe,26,1
Amanda_Bynes,1,Amanda_Bynes,2,1
Amanda_Bynes,1,Amanda_Bynes,3,1
Amanda_Bynes,1,Amanda_Bynes,4,1
Amanda_Bynes,3,Amanda_Bynes,4,1
Ana_Palacio,1,Ana_Palacio,6,1
Andrei_Mikhnevich,1,Andrei_Mikhnevich,2,1
Andy_Hebb,1,Andy_Hebb,2,1
Angelo_Reyes,1,Angelo_Reyes,2,1
Ann_Veneman,1,Ann_Veneman,2,1
Ann_Veneman,5,Ann_Veneman,11,1
Ann_Veneman,8,Ann_Veneman,9,1
Anna_Nicole_Smith,1,Anna_Nicole_Smith,2,1
Anne_Krueger,1,Anne_Krueger,2,1
Annette_Lu,1,Annette_Lu,2,1
Annette_Lu,1,Annette_Lu,3,1
Annette_Lu,2,Annette_Lu,3,1
Antonio_Palocci,3,Antonio_Palocci,8,1
Antonio_Trillanes,1,Antonio_Trillanes,2,1
Antonio_Trillanes,2,Antonio_Trillanes,3,1
Augustin_Calleri,1,Augustin_Calleri,3,1
Augustin_Calleri,1,Augustin_Calleri,4,1
Barbara_Brezigar,1,Barbara_Brezigar,2,1
Begum_Khaleda_Zia,1,Begum_Khaleda_Zia,2,1
Ben_Affleck,1,Ben_Affleck,3,1
Ben_Affleck,2,Ben_Affleck,6,1
Ben_Affleck,3,Ben_Affleck,6,1
Bertie_Ahern,2,Bertie_Ahern,3,1
Bill_Frist,1,Bill_Frist,3,1
Bill_Frist,2,Bill_Frist,7,1
Bill_Frist,3,Bill_Frist,8,1
Bill_McBride,2,Bill_McBride,6,1
Bill_McBride,2,Bill_McBride,10,1
Bill_McBride,3,Bill_McBride,9,1
Bill_Sizemore,1,Bill_Sizemore,2,1
Bono,1,Bono,2,1
Bono,1,Bono,3,1
Bono,2,Bono,3,1
Brian_Cowen,1,Brian_Cowen,2,1
Bridget_Fonda,1,Bridget_Fonda,3,1
Bridgette_Wilson-Sampras,1,Bridgette_Wilson-Sampras,2,1
Calista_Flockhart,2,Calista_Flockhart,6,1
Candice_Bergen,1,Candice_Bergen,3,1
Carla_Del_Ponte,2,Carla_Del_Ponte,4,1
Carlos_Manuel_Pruneda,1,Carlos_Manuel_Pruneda,2,1
Carlos_Manuel_Pruneda,1,Carlos_Manuel_Pruneda,3,1
Carlos_Manuel_Pruneda,2,Carlos_Manuel_Pruneda,3,1
Carlos_Moya,7,Carlos_Moya,11,1
Carlos_Ortega,1,Carlos_Ortega,3,1
Carolyn_Dawn_Johnson,2,Carolyn_Dawn_Johnson,3,1
Carrie-Anne_Moss,2,Carrie-Anne_Moss,5,1
Carson_Daly,1,Carson_Daly,2,1
Chanda_Rubin,2,Chanda_Rubin,4,1
Chang_Dae-whan,1,Chang_Dae-whan,2,1
Charles_Taylor,3,Charles_Taylor,9,1
Chok_Tong_Goh,1,Chok_Tong_Goh,2,1
Chris_Bell,1,Chris_Bell,2,1
Chris_Byrd,1,Chris_Byrd,2,1
Christian_Longo,1,Christian_Longo,3,1
Christian_Longo,2,Christian_Longo,3,1
Christian_Wulff,1,Christian_Wulff,2,1
Christine_Ebersole,1,Christine_Ebersole,2,1
Christine_Todd_Whitman,5,Christine_Todd_Whitman,6,1
Christopher_Reeve,1,Christopher_Reeve,4,1
Claire_Leger,1,Claire_Leger,2,1
Condoleezza_Rice,2,Condoleezza_Rice,5,1
Condoleezza_Rice,7,Condoleezza_Rice,10,1
Cristina_Fernandez,1,Cristina_Fernandez,2,1
Dai_Bachtiar,1,Dai_Bachtiar,2,1
Daisy_Fuentes,3,Daisy_Fuentes,4,1
Dave_Campo,1,Dave_Campo,2,1
Dave_Campo,2,Dave_Campo,3,1
David_Stern,1,David_Stern,4,1
David_Stern,3,David_Stern,4,1
Denise_Johnson,1,Denise_Johnson,2,1
Denzel_Washington,1,Denzel_Washington,3,1
Denzel_Washington,2,Denzel_Washington,4,1
Denzel_Washington,2,Denzel_Washington,5,1
Derek_Jeter,2,Derek_Jeter,3,1
Diane_Green,1,Diane_Green,2,1
Dick_Clark,1,Dick_Clark,2,1
Dick_Clark,1,Dick_Clark,3,1
Dick_Clark,2,Dick_Clark,3,1
Dick_Vermeil,1,Dick_Vermeil,2,1
Dominique_de_Villepin,3,Dominique_de_Villepin,5,1
Dominique_de_Villepin,14,Dominique_de_Villepin,15,1
Donald_Pettit,1,Donald_Pettit,2,1
Donald_Pettit,2,Donald_Pettit,3,1
Donald_Rumsfeld,22,Donald_Rumsfeld,36,1
Donald_Rumsfeld,28,Donald_Rumsfeld,108,1
Doug_Collins,1,Doug_Collins,2,1
Edward_Lu,2,Edward_Lu,4,1
Edward_Norton,1,Edward_Norton,2,1
Edwin_Edwards,1,Edwin_Edwards,2,1
Edwin_Edwards,2,Edwin_Edwards,3,1
Eliane_Karp,2,Eliane_Karp,3,1
Elin_Nordegren,1,Elin_Nordegren,2,1
Elinor_Caplan,1,Elinor_Caplan,2,1
Elisabeth_Schumacher,1,Elisabeth_Schumacher,2,1
Elsa_Zylberstein,1,Elsa_Zylberstein,2,1
Elsa_Zylberstein,1,Elsa_Zylberstein,5,1
Elsa_Zylberstein,3,Elsa_Zylberstein,6,1
Emma_Watson,1,Emma_Watson,4,1
Emma_Watson,2,Emma_Watson,3,1
Emma_Watson,3,Emma_Watson,5,1
Erik_Morales,1,Erik_Morales,3,1
Erika_Christensen,1,Erika_Christensen,2,1
Erin_Runnion,3,Erin_Runnion,4,1
Ernie_Fletcher,1,Ernie_Fletcher,2,1
Fabiola_Zuluaga,1,Fabiola_Zuluaga,2,1
Felipe_Perez_Roque,1,Felipe_Perez_Roque,4,1
Felipe_Perez_Roque,2,Felipe_Perez_Roque,4,1
Fernando_Vargas,2,Fernando_Vargas,4,1
Frank_Dunham_Jr,1,Frank_Dunham_Jr,2,1
Garry_Trudeau,1,Garry_Trudeau,2,1
Gary_Doer,2,Gary_Doer,3,1
Gary_Winnick,1,Gary_Winnick,2,1
Gene_Robinson,2,Gene_Robinson,4,1
George_Foreman,1,George_Foreman,2,1
George_Robertson,5,George_Robertson,20,1
George_Robertson,12,George_Robertson,19,1
George_Robertson,15,George_Robertson,22,1
Georgi_Parvanov,1,Georgi_Parvanov,2,1
Geraldine_Chaplin,1,Geraldine_Chaplin,3,1
Gerhard_Schroeder,3,Gerhard_Schroeder,26,1
Gerry_Adams,3,Gerry_Adams,7,1
Gilberto_Rodriguez_Orejuela,1,Gilberto_Rodriguez_Orejuela,3,1
Gilberto_Rodriguez_Orejuela,2,Gilberto_Rodriguez_Orejuela,4,1
Gilberto_Rodriguez_Orejuela,3,Gilberto_Rodriguez_Orejuela,4,1
Giuseppe_Gibilisco,2,Giuseppe_Gibilisco,4,1
Giuseppe_Gibilisco,3,Giuseppe_Gibilisco,4,1
Gordon_Brown,4,Gordon_Brown,11,1
Gordon_Campbell,1,Gordon_Campbell,2,1
Greg_Gilbert,1,Greg_Gilbert,2,1
Greg_Ostertag,1,Greg_Ostertag,2,1
Gregory_Hines,1,Gregory_Hines,2,1
Gus_Van_Sant,1,Gus_Van_Sant,2,1
Gwyneth_Paltrow,4,Gwyneth_Paltrow,5,1
Harry_Kalas,1,Harry_Kalas,2,1
Hassan_Wirajuda,1,Hassan_Wirajuda,2,1
Heather_Mills,3,Heather_Mills,4,1
Heidi_Fleiss,1,Heidi_Fleiss,3,1
Heidi_Fleiss,1,Heidi_Fleiss,4,1
Hermann_Maier,1,Hermann_Maier,2,1
Horst_Koehler,1,Horst_Koehler,3,1
Ian_Thorpe,2,Ian_Thorpe,7,1
Ian_Thorpe,3,Ian_Thorpe,10,1
Ian_Thorpe,6,Ian_Thorpe,8,1
Isabella_Rossellini,1,Isabella_Rossellini,2,1
Isabelle_Huppert,1,Isabelle_Huppert,2,1
Ismail_Merchant,1,Ismail_Merchant,2,1
Jack_Nicholson,2,Jack_Nicholson,3,1
Jacques_Rogge,4,Jacques_Rogge,6,1
Jake_Gyllenhaal,2,Jake_Gyllenhaal,4,1
Jake_Gyllenhaal,3,Jake_Gyllenhaal,4,1
James_Butts,1,James_Butts,2,1
James_Franco,1,James_Franco,2,1
James_Kelly,4,James_Kelly,11,1
James_Kelly,9,James_Kelly,11,1
James_Kopp,1,James_Kopp,3,1
James_Kopp,2,James_Kopp,3,1
Jan_Ullrich,2,Jan_Ullrich,3,1
Jan_Ullrich,2,Jan_Ullrich,5,1
Janica_Kostelic,1,Janica_Kostelic,2,1
Javier_Weber,1,Javier_Weber,2,1
Javier_Weber,1,Javier_Weber,3,1
Jean-Claude_Juncker,1,Jean-Claude_Juncker,2,1
Jean-Claude_Trichet,1,Jean-Claude_Trichet,2,1
Jean-Marc_de_La_Sabliere,1,Jean-Marc_de_La_Sabliere,2,1
Jean-Pierre_Raffarin,2,Jean-Pierre_Raffarin,6,1
Jean_Carnahan,1,Jean_Carnahan,2,1
Jefferson_Perez,1,Jefferson_Perez,2,1
Jennifer_Capriati,3,Jennifer_Capriati,13,1
Jennifer_Capriati,24,Jennifer_Capriati,29,1
Jennifer_Keller,2,Jennifer_Keller,4,1
Jennifer_Keller,3,Jennifer_Keller,4,1
Jeong_Se-hyun,4,Jeong_Se-hyun,5,1
Jeremy_Shockey,1,Jeremy_Shockey,2,1
Jessica_Lange,1,Jessica_Lange,2,1
Jiang_Zemin,2,Jiang_Zemin,17,1
Jiang_Zemin,12,Jiang_Zemin,15,1
Jim_Harrick,1,Jim_Harrick,2,1
Jimmy_Carter,1,Jimmy_Carter,9,1
Jimmy_Carter,4,Jimmy_Carter,8,1
Jimmy_Carter,8,Jimmy_Carter,9,1
Joe_Mantello,1,Joe_Mantello,2,1
Joe_Nichols,1,Joe_Nichols,3,1
Joe_Nichols,3,Joe_Nichols,4,1
John_Bolton,3,John_Bolton,10,1
John_Bolton,4,John_Bolton,14,1
John_Bolton,11,John_Bolton,14,1
John_Garamendi,1,John_Garamendi,2,1
John_Negroponte,4,John_Negroponte,17,1
John_Rowland,1,John_Rowland,2,1
John_Travolta,4,John_Travolta,5,1
John_Walsh,1,John_Walsh,2,1
Jorge_Castaneda,1,Jorge_Castaneda,2,1
Joseph_Deiss,1,Joseph_Deiss,2,1
Judi_Dench,1,Judi_Dench,2,1
Julie_Gerberding,7,Julie_Gerberding,12,1
Julie_Gerberding,8,Julie_Gerberding,12,1
Justine_Henin,1,Justine_Henin,3,1
Justine_Henin,2,Justine_Henin,3,1
Kamal_Kharrazi,3,Kamal_Kharrazi,5,1
Keith_Bogans,2,Keith_Bogans,3,1
Kim_Yong-il,1,Kim_Yong-il,2,1
King_Abdullah_II,1,King_Abdullah_II,2,1
King_Abdullah_II,1,King_Abdullah_II,3,1
King_Abdullah_II,1,King_Abdullah_II,4,1
King_Abdullah_II,2,King_Abdullah_II,3,1
Kjell_Magne_Bondevik,1,Kjell_Magne_Bondevik,2,1
Kosuke_Kitajima,1,Kosuke_Kitajima,2,1
Kristen_Breitweiser,1,Kristen_Breitweiser,2,1
Kristin_Davis,1,Kristin_Davis,2,1
Kristin_Davis,2,Kristin_Davis,3,1
Kurt_Warner,1,Kurt_Warner,5,1
LK_Advani,1,LK_Advani,2,1
LK_Advani,1,LK_Advani,3,1
LK_Advani,2,LK_Advani,3,1
Larry_Coker,2,Larry_Coker,4,1
Latrell_Sprewell,1,Latrell_Sprewell,2,1
Laura_Linney,1,Laura_Linney,3,1
Lauren_Killian,1,Lauren_Killian,2,1
Laurent_Jalabert,1,Laurent_Jalabert,2,1
Leonardo_DiCaprio,1,Leonardo_DiCaprio,8,1
Leonid_Kuchma,1,Leonid_Kuchma,6,1
Leonid_Kuchma,2,Leonid_Kuchma,3,1
Leonid_Kuchma,2,Leonid_Kuchma,4,1
Leonid_Kuchma,4,Leonid_Kuchma,6,1
Leslie_Moonves,1,Leslie_Moonves,2,1
Leszek_Miller,2,Leszek_Miller,3,1
Liza_Minnelli,1,Liza_Minnelli,3,1
Luciano_Pavarotti,1,Luciano_Pavarotti,3,1
Luis_Figo,1,Luis_Figo,2,1
Luis_Horna,1,Luis_Horna,3,1
Luis_Horna,2,Luis_Horna,5,1
Lynn_Abraham,1,Lynn_Abraham,2,1
Mahmoud_Abbas,19,Mahmoud_Abbas,26,1
Marcelo_Rios,1,Marcelo_Rios,4,1
Marcelo_Rios,2,Marcelo_Rios,4,1
Marcelo_Rios,4,Marcelo_Rios,5,1
Marieta_Chrousala,1,Marieta_Chrousala,2,1
Marieta_Chrousala,1,Marieta_Chrousala,3,1
Mario_Cipollini,1,Mario_Cipollini,2,1
Mark_Dacey,1,Mark_Dacey,2,1
Mark_Richt,1,Mark_Richt,3,1
Mark_Richt,2,Mark_Richt,3,1
Martha_Stewart,1,Martha_Stewart,2,1
Martha_Stewart,2,Martha_Stewart,5,1
Martha_Stewart,3,Martha_Stewart,5,1
Martin_Cauchon,1,Martin_Cauchon,2,1
Martin_Sheen,1,Martin_Sheen,2,1
Mary_Landrieu,1,Mary_Landrieu,3,1
Masum_Turker,1,Masum_Turker,2,1
Masum_Turker,1,Masum_Turker,3,1
Matt_Doherty,1,Matt_Doherty,2,1
Matthew_Broderick,1,Matthew_Broderick,4,1
Matthew_Broderick,2,Matthew_Broderick,3,1
Matthew_Broderick,3,Matthew_Broderick,4,1
Michael_Jackson,2,Michael_Jackson,8,1
Michael_Phelps,1,Michael_Phelps,3,1
Michel_Duclos,1,Michel_Duclos,2,1
Michelle_Yeoh,3,Michelle_Yeoh,4,1
Miguel_Contreras,1,Miguel_Contreras,2,1
Mike_Price,1,Mike_Price,2,1
Mikhail_Youzhny,1,Mikhail_Youzhny,2,1
Mikhail_Youzhny,1,Mikhail_Youzhny,3,1
Mikhail_Youzhny,2,Mikhail_Youzhny,3,1
Mikulas_Dzurinda,1,Mikulas_Dzurinda,2,1
Mireya_Moscoso,1,Mireya_Moscoso,3,1
Mireya_Moscoso,2,Mireya_Moscoso,3,1
Mohamed_ElBaradei,4,Mohamed_ElBaradei,5,1
Mohamed_ElBaradei,5,Mohamed_ElBaradei,8,1
Monica_Lewinsky,2,Monica_Lewinsky,3,1
Muhammad_Ali,4,Muhammad_Ali,7,1
Muhammad_Ali,6,Muhammad_Ali,9,1
Nancy_Pelosi,6,Nancy_Pelosi,13,1
Nancy_Pelosi,13,Nancy_Pelosi,14,1
Naomi_Campbell,1,Naomi_Campbell,2,1
Naoto_Kan,2,Naoto_Kan,3,1
Nasser_al-Kidwa,1,Nasser_al-Kidwa,2,1
Nastassia_Kinski,1,Nastassia_Kinski,2,1
Natalie_Coughlin,1,Natalie_Coughlin,2,1
Natalie_Maines,2,Natalie_Maines,4,1
Noah_Wyle,1,Noah_Wyle,2,1
Osama_bin_Laden,2,Osama_bin_Laden,4,1
Owen_Wilson,1,Owen_Wilson,2,1
Padraig_Harrington,1,Padraig_Harrington,3,1
Paris_Hilton,1,Paris_Hilton,2,1
Patrick_Leahy,1,Patrick_Leahy,2,1
Patti_Labelle,1,Patti_Labelle,2,1
Patti_Labelle,2,Patti_Labelle,3,1
Patty_Schnyder,1,Patty_Schnyder,3,1
Patty_Schnyder,1,Patty_Schnyder,4,1
Paul-Henri_Mathieu,1,Paul-Henri_Mathieu,2,1
Paul_Burrell,4,Paul_Burrell,10,1
Paul_Burrell,5,Paul_Burrell,11,1
Paul_Martin,1,Paul_Martin,8,1
Paul_Martin,2,Paul_Martin,4,1
Paul_Patton,1,Paul_Patton,2,1
Paul_Sarbanes,2,Paul_Sarbanes,3,1
Pedro_Malan,1,Pedro_Malan,2,1
Pedro_Malan,2,Pedro_Malan,3,1
Penelope_Cruz,1,Penelope_Cruz,2,1
Peter_Greenaway,1,Peter_Greenaway,2,1
Pierce_Brosnan,4,Pierce_Brosnan,12,1
Pierce_Brosnan,7,Pierce_Brosnan,8,1
Pierre_Boulanger,1,Pierre_Boulanger,2,1
Priscilla_Presley,1,Priscilla_Presley,2,1
Rachel_Griffiths,1,Rachel_Griffiths,3,1
Rachel_Hunter,2,Rachel_Hunter,3,1
Ralf_Schumacher,1,Ralf_Schumacher,6,1
Reese_Witherspoon,1,Reese_Witherspoon,2,1
Reese_Witherspoon,1,Reese_Witherspoon,4,1
Ricardo_Maduro,1,Ricardo_Maduro,2,1
Rich_Gannon,1,Rich_Gannon,2,1
Richard_Gere,1,Richard_Gere,10,1
Richard_Gere,6,Richard_Gere,10,1
Richard_Norton-Taylor,1,Richard_Norton-Taylor,2,1
Richard_Shelby,1,Richard_Shelby,2,1
Richie_Adubato,1,Richie_Adubato,2,1
Rick_Dinse,1,Rick_Dinse,3,1
Rick_Pitino,1,Rick_Pitino,2,1
Rick_Romley,1,Rick_Romley,2,1
Rick_Wagoner,1,Rick_Wagoner,2,1
Rob_Schneider,1,Rob_Schneider,2,1
Robbie_Fowler,1,Robbie_Fowler,2,1
Robby_Ginepri,1,Robby_Ginepri,2,1
Robert_Horan,1,Robert_Horan,2,1
Robert_Mueller,1,Robert_Mueller,3,1
Robert_Redford,2,Robert_Redford,3,1
Robert_Redford,2,Robert_Redford,5,1
Robert_Redford,4,Robert_Redford,7,1
Robert_Redford,7,Robert_Redford,8,1
Rod_Blagojevich,1,Rod_Blagojevich,2,1
Rod_Stewart,1,Rod_Stewart,3,1
Roy_Moore,2,Roy_Moore,3,1
Rupert_Grint,2,Rupert_Grint,3,1
Russell_Coutts,1,Russell_Coutts,2,1
Russell_Crowe,1,Russell_Crowe,2,1
Salma_Hayek,1,Salma_Hayek,7,1
Salma_Hayek,8,Salma_Hayek,10,1
Sarah_Jessica_Parker,5,Sarah_Jessica_Parker,6,1
Scott_McNealy,1,Scott_McNealy,2,1
Sean_Astin,1,Sean_Astin,2,1
Sean_OKeefe,4,Sean_OKeefe,5,1
Sean_Penn,2,Sean_Penn,3,1
Sergey_Lavrov,1,Sergey_Lavrov,10,1
Shane_Mosley,1,Shane_Mosley,2,1
Shannon_OBrien,1,Shannon_OBrien,2,1
Sheila_Wellstone,1,Sheila_Wellstone,2,1
Silvio_Berlusconi,14,Silvio_Berlusconi,23,1
Spencer_Abraham,12,Spencer_Abraham,13,1
Steve_Lavin,1,Steve_Lavin,4,1
Steven_Hatfill,1,Steven_Hatfill,2,1
Surakait_Sathirathai,1,Surakait_Sathirathai,2,1
Susan_Collins,1,Susan_Collins,2,1
Susie_Castillo,1,Susie_Castillo,2,1
Svetlana_Koroleva,1,Svetlana_Koroleva,2,1
Tang_Jiaxuan,1,Tang_Jiaxuan,6,1
Tang_Jiaxuan,1,Tang_Jiaxuan,9,1
Tang_Jiaxuan,1,Tang_Jiaxuan,10,1
Tang_Jiaxuan,1,Tang_Jiaxuan,11,1
Terry_McAuliffe,1,Terry_McAuliffe,2,1
Terry_McAuliffe,1,Terry_McAuliffe,3,1
Thabo_Mbeki,4,Thabo_Mbeki,5,1
Thaksin_Shinawatra,3,Thaksin_Shinawatra,6,1
Theodore_Tweed_Roosevelt,2,Theodore_Tweed_Roosevelt,3,1
Thomas_OBrien,8,Thomas_OBrien,9,1
Tim_Allen,1,Tim_Allen,2,1
Tim_Allen,2,Tim_Allen,4,1
Tim_Curry,1,Tim_Curry,2,1
Tippi_Hedren,1,Tippi_Hedren,2,1
Todd_Haynes,1,Todd_Haynes,3,1
Todd_Haynes,1,Todd_Haynes,4,1
Tom_Coverdale,1,Tom_Coverdale,2,1
Tom_Cruise,4,Tom_Cruise,9,1
Tommy_Haas,2,Tommy_Haas,3,1
Tomoko_Hagiwara,1,Tomoko_Hagiwara,2,1
Tony_Shalhoub,1,Tony_Shalhoub,3,1
Tony_Shalhoub,1,Tony_Shalhoub,4,1
Tyler_Hamilton,1,Tyler_Hamilton,2,1
Vaclav_Havel,1,Vaclav_Havel,6,1
Vaclav_Havel,1,Vaclav_Havel,9,1
Vicente_Fernandez,2,Vicente_Fernandez,5,1
Vicente_Fernandez,4,Vicente_Fernandez,5,1
Vincent_Brooks,1,Vincent_Brooks,2,1
Vincent_Brooks,2,Vincent_Brooks,6,1
Warren_Beatty,1,Warren_Beatty,2,1
Warren_Buffett,1,Warren_Buffett,3,1
Wesley_Clark,1,Wesley_Clark,2,1
William_Burns,1,William_Burns,2,1
William_Macy,1,William_Macy,4,1
William_Macy,2,William_Macy,3,1
William_Macy,3,William_Macy,5,1
Winona_Ryder,6,Winona_Ryder,15,1
Winona_Ryder,19,Winona_Ryder,21,1
Yevgeny_Kafelnikov,3,Yevgeny_Kafelnikov,4,1
Yoriko_Kawaguchi,3,Yoriko_Kawaguchi,10,1
Zoran_Djindjic,3,Zoran_Djindjic,4,1
